x,y_final
-300.873047,44.7940907559777
-299.686523,43.8158868162954
-298.500977,39.6758377888986
-297.31543,30.9535704966814
-296.129883,32.292197676672
-294.944336,33.6304097888348
-293.759766,31.4667981529153
-292.575195,24.5388774813053
-291.390625,19.8948292477756
-290.206055,23.0241005991585
-289.021484,28.7432865886835
-287.837891,38.4367067731778
-286.654297,49.3931766791792
-285.470703,49.4155838292559
-284.287109,40.7926014589834
-283.103516,30.101911541602
-281.920898,30.9230489942318
-280.737305,29.9731345834897
-279.554688,35.9508397266538
-278.373047,37.1915399198922
-277.19043,39.7368883703001
-276.008789,17.1694984045271
-274.826172,16.3275204897002
-273.644531,10.7939047199726
-272.463867,22.8806575900988
-271.282227,23.5788631528059
-270.101562,38.7056278833639
-268.919922,35.9099777987333
-267.739258,41.4490146933631
-266.55957,41.2243946360765
-265.378906,36.2054987567813
-264.199219,28.1543529735206
-263.018555,34.3824982394856
-261.838867,36.3091474333125
-260.660156,40.2380854465019
-259.480469,40.533958619679
-258.301758,33.0168643982697
-257.123047,23.6896062347231
-255.944336,23.4569372568873
-254.765625,25.961909034186
-253.586914,28.0570079940077
-252.40918,24.7056775161051
-251.231445,30.7730616664843
-250.053711,37.4643019455847
-248.875977,29.245178533027
-247.698242,18.3194564369389
-246.521484,24.3405476847336
-245.344727,32.2010167402847
-244.167969,26.2478395052745
-242.991211,30.4557021058903
-241.81543,28.6721013055325
-240.638672,18.9553365590789
-239.462891,26.0314304615734
-238.287109,26.8067050152853
-237.111328,23.355801782476
-235.936523,22.849948612873
-234.760742,38.5934756187105
-233.585938,25.7286837981429
-232.411133,20.6113051754219
-231.236328,25.3674360029213
-230.0625,28.744621687794
-228.888672,31.1179268817348
-227.713867,31.8052350008089
-226.540039,31.418287932231
-225.367188,30.0823629994186
-224.193359,24.4349321954949
-223.020508,13.0836824984164
-221.847656,18.6192736892685
-220.674805,35.190497214406
-219.501953,41.975778014518
-218.329102,39.1485754111617
-217.157227,39.9253182513536
-215.985352,31.8127672163801
-214.813477,42.6665622576833
-213.641602,40.0487153042075
-212.470703,44.4489498472196
-211.298828,31.7718668116969
-210.12793,29.5167690411027
-208.957031,24.8819229485761
-207.786133,27.9810774516085
-206.616211,27.6548289685711
-205.445312,34.5805605078108
-204.275391,49.4246974012161
-203.105469,53.6895929155759
-201.936523,51.7022465046041
-200.766602,48.5249399207858
-199.597656,39.1428891076198
-198.427734,38.8286863088455
-197.258789,36.637908339503
-196.09082,40.4541164998869
-194.921875,18.4194055386587
-193.753906,9.71603994822049
-192.585938,10.3727360453826
-191.417969,30.6642882225766
-190.25,39.5370905404629
-189.082031,38.4511353341843
-187.915039,33.5300889905217
-186.748047,27.6519239202858
-185.581055,27.3669535853601
-184.414062,28.6457971827894
-183.24707,27.13945915609
-182.081055,31.0618758798752
-180.915039,29.5127789137787
-179.749023,29.6592586556451
-178.583008,36.9051017950604
-177.416992,53.5164962988617
-176.251953,49.6476208277646
-175.086914,34.0668270336426
-173.921875,23.7500812635999
-172.756836,16.9216210831469
-171.592773,19.482662857469
-170.427734,24.0067316938387
-169.263672,26.2057097403057
-168.099609,25.5941139179928
-166.935547,29.8971805251839
-165.771484,29.3649335122786
-164.608398,20.0023184123832
-163.445312,25.9436074702981
-162.282227,30.7963146644076
-161.119141,37.1393594843802
-159.956055,34.8427726917687
-158.793945,23.5265494621164
-157.631836,13.4588713713046
-156.469727,6.97446031758794
-155.307617,7.69910339230723
-154.145508,11.6484538461048
-152.984375,21.1548565903521
-151.823242,22.3199720568912
-150.662109,16.560902086709
-149.500977,17.5302922980472
-148.339844,24.4947004655389
-147.179688,22.2529467855056
-146.018555,11.6001720183235
-144.858398,11.8728873982965
-143.699219,20.9133392447543
-142.539062,24.92965824262
-141.378906,25.4666342806028
-140.219727,22.2040188430642
-139.060547,33.5144251192577
-137.901367,26.5439163966465
-136.743164,20.2722683621367
-135.583984,9.22041032696864
-134.425781,18.5939123990234
-133.267578,13.3762094902552
-132.109375,4.17060282268289
-130.951172,15.4072241420587
-129.793945,26.6020715117237
-128.635742,30.3526590518366
-127.478516,28.1384835028415
-126.321289,32.4822482802606
-125.165039,26.4079183599678
-124.007812,23.5597340745582
-122.851562,32.7077397249533
-121.695312,35.1329938588528
-120.539062,21.4429489929974
-119.382812,8.87159731215239
-118.226562,15.6485073721442
-117.071289,16.5556750138385
-115.916016,25.2606886840717
-114.760742,25.8036710641229
-113.605469,20.7133325925163
-112.451172,11.1688300359492
-111.295898,44.1220035935028
-110.141602,66.0557321603666
-108.987305,42.4919660294302
-107.833984,5.79153049983688
-106.679688,5.21733784327865
-105.526367,25.4923885809099
-104.37207,24.8881843335179
-103.21875,22.1063570386609
-102.066406,28.670505824017
-100.913086,45.6973056775503
-99.760742,38.675481190916
-98.607422,18.692533252261
-97.455078,7.68960973352145
-96.303711,24.2096044222149
-95.151367,40.3583429759914
-94,37.9638820426546
-92.847656,31.2922330080651
-91.696289,22.5670131739836
-90.544922,22.0940619875248
-89.394531,21.5614524277503
-88.243164,28.785860354617
-87.092773,31.1743030679861
-85.942383,39.9611329242776
-84.791992,27.8171330112705
-83.641602,20.1492750579264
-82.492188,10.4888760389606
-81.342773,37.4900114748454
-80.193359,34.4793579019774
-79.043945,32.0879014681358
-77.894531,-0.204670310617185
-76.746094,12.9432880158887
-75.59668,26.4040622022194
-74.448242,42.7846803440746
-73.299805,37.1492943494763
-72.151367,28.7647847591541
-71.003906,30.8921290595172
-69.856445,21.9284319349784
-68.708008,26.9609601300059
-67.561523,29.0597549896259
-66.414062,43.7821968150241
-65.266602,41.931546468366
-64.120117,40.1236820258872
-62.973633,35.3685385233518
-61.827148,28.7207884160812
-60.680664,30.7105841709573
-59.53418,39.0955195431368
-58.388672,38.909761274011
-57.243164,25.9729280371789
-56.097656,19.6097645243374
-54.952148,29.359839678328
-53.806641,38.0725212600774
-52.662109,34.700610048296
-51.517578,37.7725728458954
-50.373047,38.3565344819179
-49.228516,43.4429237522576
-48.083984,42.7289593980992
-46.94043,44.7584430175037
-45.795898,32.794030978409
-44.652344,22.9401884721236
-43.508789,14.7551963138321
-42.366211,12.6098947008224
-41.222656,10.8151534381687
-40.080078,14.8671726913662
-38.9375,21.8889563652964
-37.794922,28.4985266390073
-36.652344,24.9979161357212
-35.510742,24.7032327988398
-34.368164,16.6569885515287
-33.226562,13.2440741897365
-32.084961,11.7079522528865
-30.943359,23.5568589898192
-29.802734,18.1193051032804
-28.662109,15.6069954685802
-27.520508,15.8270273695223
-26.379883,16.5164399476428
-25.240234,6.27398406494001
-24.099609,-5.82932828234778
-22.959961,-9.02201478251532
-21.819336,-1.67185756644249
-20.679688,-4.39877464632974
-19.540039,-16.3800056507409
-18.401367,-19.5485420614167
-17.261719,-16.2619697404538
-16.123047,-12.2927830099021
-14.984375,-17.3673547556643
-13.845703,-9.13557948033679
-12.707031,-12.4118733440363
-11.569336,0.33175875885435
-10.431641,-6.44006878305447
-9.293945,-7.44310749859025
-8.15625,-11.3409385509298
-7.018555,12.7632694889616
-5.880859,-4.60952701451956
-4.744141,176.522366614794
-3.607422,2346.0762297682
-2.470703,6566.23136669364
-1.333984,10344.4482316199
-0.198242,10057.974526993
0.938477,6153.14417000903
2.074219,2050.13280485173
3.209961,182.470936699459
4.345703,26.5516603994186
5.480469,68.722808229342
6.616211,93.3614446031781
7.750977,102.4326875865
8.885742,106.595141713389
10.020508,122.498136072889
11.155273,137.773872630622
12.289062,152.702682988233
13.422852,164.356019909025
14.556641,192.609941916993
15.69043,209.577651797768
16.824219,221.906526154358
17.957031,248.536496536305
19.09082,294.658828124189
20.223633,312.073886266891
21.356445,330.379720820835
22.489258,361.701038746902
23.621094,410.420592772802
24.753906,438.836254622091
25.885742,468.790988193097
27.017578,491.784224496271
28.148438,537.370749263827
29.280273,578.864917576796
30.411133,616.339567947496
31.542969,646.015644571431
32.673828,694.804425142978
33.804688,732.451550265365
34.93457,755.922497466975
36.06543,779.496979184277
37.195312,822.569231049463
38.325195,875.598054849668
39.455078,921.376318609384
40.584961,957.102578789459
41.713867,996.675773402608
42.842773,1029.88073122266
43.972656,1054.47850786321
45.101562,1083.09737104349
46.229492,1141.52256959729
47.358398,1190.16339959747
48.486328,1217.95845059805
49.614258,1247.77819349944
50.742188,1281.14617128255
51.870117,1315.03435575836
52.998047,1341.90509683889
54.125,1382.47035215587
55.25293,1414.86201589207
56.379883,1444.00572629173
57.505859,1440.39556126528
58.632812,1452.63325901456
59.759766,1484.81345858771
60.885742,1516.91650304271
62.011719,1530.01112681228
63.137695,1542.24017786311
64.263672,1551.64016446025
65.388672,1573.20582845089
66.513672,1586.98759577873
67.639648,1586.56659904983
68.764648,1575.61142683419
69.888672,1587.86956960681
71.013672,1576.00254768273
72.137695,1555.21703069869
73.262695,1533.08810479552
74.386719,1525.07701916023
75.509766,1509.20702802741
76.633789,1484.45854858071
77.756836,1452.99560066137
78.880859,1407.29329367647
80.003906,1351.21787136493
81.126953,1282.32918272111
82.249023,1239.40964055357
83.37207,1182.47502029699
84.494141,1120.58988720466
85.616211,1036.65539065834
86.738281,943.918508423108
87.860352,847.62429052818
88.982422,773.002298843037
90.103516,700.57692565428
91.224609,595.764267067885
92.345703,485.514738653555
93.466797,369.947281981065
94.587891,277.752849161239
95.708008,163.734250801483
96.828125,68.6310837263804
97.948242,-44.6046050022537
99.068359,-94.0208408829596
100.188477,-189.995552372648
101.308594,-271.160019370737
102.427734,-334.885713120768
103.546875,-249.237893572704
104.666016,-74.6914022205244
105.785156,191.146927297339
106.90332,603.487323507857
108.022461,1245.44351595
109.140625,2149.52925776176
110.258789,3262.73779353561
111.376953,4600.19811631845
112.494141,5821.95004520598
113.612305,6995.99316518718
114.729492,8071.47248836512
115.84668,9002.79010218447
116.963867,9542.66520734284
118.081055,9815.63956000599
119.197266,9840.76426147884
120.313477,9797.2163301938
121.430664,9647.32061415479
122.545898,9354.56455827185
123.662109,8924.27533817255
124.77832,8644.97778419766
125.893555,8404.95712292946
127.008789,8124.10395615338
128.124023,7831.8527779692
129.239258,7505.20600440376
130.354492,7168.09309401562
131.46875,6962.23851193933
132.583984,6702.31930227991
133.698242,6402.30915753122
134.8125,6104.35518408132
135.925781,5869.30055779592
137.040039,5521.75946254858
138.15332,5362.06476398204
139.266602,5199.08555638693
140.379883,4890.97489696622
141.493164,4460.49297758067
142.606445,4317.25202167718
143.71875,4171.46354301642
144.831055,4041.107639151
145.943359,3704.6358921222
147.055664,3343.06374182644
148.167969,3002.16971150232
149.279297,2933.65366150487
150.390625,2865.53620059599
151.50293,2837.8187246658
152.613281,2675.79808780248
153.724609,2493.98850353358
154.835938,2196.90578725144
155.946289,1937.98337248011
157.056641,1813.27308112048
158.166992,1868.81198119712
159.277344,1757.20086904224
160.387695,1506.43278719729
161.49707,1324.16707408596
162.606445,1238.70425340078
163.71582,1039.71990842313
164.825195,989.566365303098
165.93457,927.792543453982
167.042969,843.778281680768
168.152344,759.982631875398
169.260742,758.879964959542
170.369141,685.809915210059
171.477539,553.129003012518
172.584961,512.376525484255
173.693359,536.567133426594
174.800781,552.151960820467
175.908203,528.288365921131
177.015625,433.560794975999
178.12207,256.419410593301
179.229492,95.6727411952324
180.335938,181.119333554918
181.442383,214.443177011659
182.548828,201.819306227422
183.655273,123.402478320038
184.760742,93.1271671872611
185.867188,63.8640714883688
186.972656,84.9354989453942
188.078125,86.3270349383646
189.183594,38.8437901624494
190.288086,94.5687113475363
191.393555,193.677809334072
192.498047,220.436700201944
193.602539,112.611536062657
194.707031,45.6542187304339
195.810547,96.6246431181175
196.915039,149.986759793419
198.018555,182.808055941668
199.12207,168.118863593535
200.225586,74.4117018903253
201.329102,36.6478369775483
202.432617,88.2753767209852
203.535156,198.687876886527
204.637695,65.5449221342082
205.740234,63.4416893927476
206.842773,7.31585062045448
207.945312,167.429681691771
209.046875,130.98597098613
210.149414,118.84618936353
211.250977,-18.9410330436559
212.352539,118.949917515264
213.454102,105.42436115511
